Locality,RestaurantName,Address,Category,CostForTwo,Cuisines,Ratings,votes
Vidhyadhar Nagar,The Durga's Restaurant,"Shop 9 & 10, JDA Shopping Centre, Adjoining Shekhawati Hospital, Sector 2, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹400,"['North Indian', 'Mughlai']",3.6,57
Vidhyadhar Nagar,Pizza Box,"G 45, 46, Shrinath Tower, Jai Hind Alankar Plaza, Sector 2, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹500,"['Pizza', 'Sandwich', 'Fast Food', 'Beverages']",3.4,33
Vidhyadhar Nagar,Paratha Gali,"G 42 B, Shree Nath Tower, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹500,"['North Indian', 'Rolls', 'Beverages']",3.5,35
Vidhyadhar Nagar,Thikana Cafe,"Shop 3 & 4, Aashirwad Complex, Central Spine Road, Vidhyadhar Nagar, Jaipur",['Café'],₹500,['Cafe'],3.6,41
Vidhyadhar Nagar,Maggi Spot,"G 9, Unnati Tower, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹350,"['Fast Food', 'Beverages']",3.6,46
Vidhyadhar Nagar,Dwarka Sweets,"1/631, Sector 1, Vidhyadhar Nagar, Jaipur",['Sweet Shop'],₹100,['Mithai'],3.5,54
Vidhyadhar Nagar,Musa Chicken Point,"Opposite SBI Bank, Amani Shah Road, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹350,['Mughlai'],3.6,60
Vidhyadhar Nagar,Kanha Bhog Poha & Lassi,"Central Tower, Central Spine, Sector 2, Vidhyadhar Nagar, Jaipur.",[],₹350,['North Indian'],3.6,55
Vidhyadhar Nagar,Cafe Shafe,"G-3, Hanumant Tower, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹300,"['Fast Food', 'Beverages']",3.7,36
Vidhyadhar Nagar,Shree Shyam Dhaba and Restaurant,"Shop G-10, Aashirwad Complex, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹200,['North Indian'],3.2,56
Vidhyadhar Nagar,Apna Food Junction,"G 48, Cross Road Mall, Central Spine Road, Sector 2, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹500,"['North Indian', 'Fast Food', 'Chinese', 'Beverages']",3.4,31
Vidhyadhar Nagar,Hyderabadi Dum Biryani,"D-62, Ambabari, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹600,"['Biryani', 'South Indian', 'North Indian', 'Chinese']",3.2,46
Vidhyadhar Nagar,Cafe 0 K.M,"B-22, L.S. Nagar, Near Biyani College, Naya Khera, Vidhyadhar Nagar, Jaipur",['Café'],₹500,"['Cafe', 'Fast Food', 'Chinese']",3.5,52
Vidhyadhar Nagar,Shiv Foods,"G-14, Sector 2, Ganpati Paradise, Central Spine, Vidhyadhar Nagar, Jaipur",[],₹450,"['Fast Food', 'Beverages']",3.4,48
Vidhyadhar Nagar,China Town,"G32-34, Plot G26-30, Rama Heritage, Central Spine Road, Sector 2, Vidyadhar Nagar, Jaipur",[],₹600,"['Chinese', 'North Indian', 'Pizza', 'Rolls']",3.4,44
Vidhyadhar Nagar,Marwadi Thadi,"G 42 A, Shreenath Tower, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹500,"['North Indian', 'Rajasthani']",3.4,26
Vidhyadhar Nagar,Egg Junction,"Plot B 17, Vivekananda Colony, Naya Kheda, Mall Road, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹500,"['North Indian', 'Fast Food']",3.3,32
Vidhyadhar Nagar,Raju Egg Corner,"Ambabari, Near Traffic Signal, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹100,['Fast Food'],3.3,40
Vidhyadhar Nagar,Hotel Bilal Khana Khazana,"23, Old Vidhyadhar Nagar, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹300,"['North Indian', 'Mughlai']",3.3,46
Vidhyadhar Nagar,Milan Blue Flame -MBF,"G 42A, Shreenath Tower, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹600,"['North Indian', 'Rolls', 'Fast Food', 'Chinese', 'Mughlai', 'Momos', 'Beverages']",3.4,26
Vidhyadhar Nagar,Pizza King,"Rama Heritage, Central Spine Road, Sector 2, Vidhyadhar Nagar, Jaipur",[],₹700,"['Pizza', 'Fast Food', 'Street Food', 'Beverages']",3.3,21
Vidhyadhar Nagar,Rombri's,"G-7/8, Bajrang Bali Tower, Central Spine, Near National Handloom, Vidhyadhar Nagar, Jaipur",['Café'],₹500,"['Cafe', 'Italian', 'Mexican', 'Chinese']",3.3,30
Vidhyadhar Nagar,#Underground Restro & Bar,"B-5-6, Balaji Tower 2nd, Sikar Road, Vidhyadhar Nagar, Jaipur",['Bar'],₹700,"['North Indian', 'Mughlai']",3.3,13
Vidhyadhar Nagar,Streat Chowpatty,"C 1, Vivekanand Colony, Naya Khera, Near Bansal Furniture, Ambabari, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹250,"['Street Food', 'Fast Food', 'North Indian', 'Chinese']",3.5,28
Vidhyadhar Nagar,Master Menu,"G- 16 Shrinath Tower Central Spine, Vidhyadhar Nagar, Jaipur",[],₹250,['North Indian'],3.4,33
Vidhyadhar Nagar,Pink City Pizza Parlour,"Shop 7, Near EWS Quaters, Nayakheda, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹400,"['Fast Food', 'Chinese', 'Pizza']",3.2,34
Vidhyadhar Nagar,Egg Zone,"B-22-B, Vivekananda Colony, Naya Khera, Mall Road, Ambabari, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹300,"['Street Food', 'North Indian']",3.4,33
Vidhyadhar Nagar,Momos King,"Rama Heritage, Central Spine Road, Sector 2, Vidhyadhar Nagar, Jaipur",[],₹800,"['Momos', 'Fast Food', 'Street Food', 'Chinese', 'Beverages', 'Burger', 'Italian']",3.2,19
Vidhyadhar Nagar,The Royal Veg Garden Restaurant,"R 2/13, Prem Kunj, Opposite Police Station, Vidhyadhar Nagar, Jaipur",['Casual Dining'],"₹1,000","['North Indian', 'South Indian', 'Italian', 'Continental']",3.4,29
Vidhyadhar Nagar,Swaad Restaurant & Tiffin Centre,"Near Asthama Bhawan, Sector 2, Central Spine, Vidhyadhar Nagar, Jaipur",[],₹300,['North Indian'],2.8,26
Vidhyadhar Nagar,Tiger's Cafe,"G-61, B-6, Ground Floor, City Star Tower, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹400,"['Fast Food', 'Beverages']",3.3,33
Vidhyadhar Nagar,Sandwich Square,"G 45A, Shreenath Tower, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹250,"['Sandwich', 'Fast Food', 'Beverages']",3.4,15
Vidhyadhar Nagar,The Tea Cafe,"Rama Heritage, Central Spine Road, Sector 2, Vidhyadhar Nagar, Jaipur",[],₹600,"['Tea', 'Fast Food', 'Chinese', 'Momos', 'Italian', 'Burger']",3.3,15
Vidhyadhar Nagar,Candy Crust Bakery & Fast Food,"Biyani College, Vidhyadhar Nagar, Jaipur","['Bakery', 'Quick Bites']",₹300,"['Bakery', 'Street Food', 'Fast Food', 'Chinese']",3.3,23
Vidhyadhar Nagar,La Pizza,"G-12-13, Golden Times, Behind Indusland Bank, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹400,['Pizza'],3.2,18
Vidhyadhar Nagar,Kanhya Foods,"C 31, Vikas Nagar, Murlipura, Vidhyadhar Nagar, Jaipur",[],₹250,"['North Indian', 'Chinese', 'Fast Food']",3.3,17
Vidhyadhar Nagar,MB Meal Box,"Rama Heritage, Central Spine Road, Sector 2, Vidhyadhar Nagar, Jaipur",[],₹800,"['North Indian', 'Fast Food', 'Street Food', 'Chinese', 'Beverages']",3.2,12
Vidhyadhar Nagar,Jaipur Pizza,"G14, Ganpati Paradise, Central Spine, Sector 2, Vidhyadhar Nagar, Jaipur",[],₹250,"['Fast Food', 'Beverages', 'Pizza', 'Burger', 'Sandwich', 'Cafe']",3.2,18
Vidhyadhar Nagar,The Jaipur Pizza Burger And Sandwich,"G-14, Ganpati Paradise, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹250,"['Pizza', 'Fast Food']",3.0,14
Vidhyadhar Nagar,Cake Bank Bakery,"Shop 31-33, Central Spine, Vidhyadhar Nagar, Jaipur","['Bakery', 'Quick Bites']",₹400,"['Bakery', 'Fast Food', 'Beverages']",3.2,16
Vidhyadhar Nagar,Burger Express,"G1-G2, Alankar Plaza, Central Spine, Opposite Sankara Eye Hospital, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹300,['Burger'],3.1,23
Vidhyadhar Nagar,Mr. Meal,"1/192, Near Khandelwal Tower, Sector 1, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹200,"['Fast Food', 'Chinese']",2.6,12
Vidhyadhar Nagar,Valentine Bakers & Confectioners,"Cl 2, Double Story, Near Bansal Clinic, Vidhyadhar Nagar, Jaipur",['Bakery'],₹300,['Bakery'],2.9,20
Vidhyadhar Nagar,Mahadev Hotel Tandoor Dhaba,"Plot G-26-30, G-32-34, Rama Heritage, Central Spine Road, Sector 2, Vidhyadhar Nagar, Jaipur",[],₹300,"['North Indian', 'Rajasthani']",NEW,13
Vidhyadhar Nagar,Krishna Thali House And Fast Food,"B 190, Mandir Morh, Sector 8, Vidhyadhar Nagar, Jaipur",[],₹300,['North Indian'],3.2,9
Vidhyadhar Nagar,Mast Banarsi Paan,"C1, Mall Road, Near Bansal Furniture, Vidhyadhar Nagar, Jaipur",['Paan Shop'],₹150,['Paan'],3.1,17
Vidhyadhar Nagar,Kroffee,"C-264, Sector 8, Vidhyadhar Nagar, Jaipur",['Beverage Shop'],₹150,['Beverages'],3.1,13
Vidhyadhar Nagar,H#shtag Waale,"Plot B-02, Naya Khera, L.S Nagar, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹200,"['Fast Food', 'South Indian', 'Chinese', 'Beverages']",3.1,18
Vidhyadhar Nagar,Agrawal Pizza And Bakery,"B-109, L.S. Nagar, Naya Kheda, Vidhyadhar Nagar, Jaipur",[],₹450,"['Pizza', 'Bakery']",NEW,16
Vidhyadhar Nagar,Cafe 666,"B 40-41, Tulip Enclave Basement, Central Spine, Vidyadhar Nagar, Jaipur",['Quick Bites'],₹300,"['Fast Food', 'South Indian']",3.1,10
Vidhyadhar Nagar,Bikaji Namkeen & Sweets,"G 21, Tulip Enclave, A 14 Central Spine, Vidhyadhar Nagar, Jaipur",['Sweet Shop'],₹300,['Mithai'],3.1,10
Vidhyadhar Nagar,Retro Cafe,"G 11, Khetan Plaza, Central Spine, Vidhyadhar Nagar, Jaipur",['Café'],₹400,"['Cafe', 'Fast Food']",2.9,7
Vidhyadhar Nagar,Maggi Point,"Near National Handloom, Vidhyadhar Nagar, Jaipur",[],₹150,"['Fast Food', 'Street Food']",3.1,11
Vidhyadhar Nagar,Agrawal Thali and Fast Food,"Shop A13, Prathvi Nagar, Shopping Center, Nays Kheda, Vidhyadhar Nagar, Jaipur",[],₹250,"['Fast Food', 'North Indian']",3.0,12
Vidhyadhar Nagar,Minku Di Chaap And Gravy,"G-1, Shivam Apartments, Sector 2, Central Spine, Vidyadhar Nagar, Jaipur",['Quick Bites'],₹150,"['North Indian', 'BBQ']",3.0,No-Votes
Vidhyadhar Nagar,Radhe Krishna Chaat Bhandar,"Near Corporation Bank, JP Colony, Sector 4, Vidhyadhar Nagar, Jaipur",[],₹100,['Fast Food'],NEW,11
Vidhyadhar Nagar,Mr Chaiiwala,"Shop 32, Hanumant Tower, Central Spine Road, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹200,"['Fast Food', 'Tea']",NEW,8
Vidhyadhar Nagar,Shekhawati Jaiyka,"Shop G-10, Khetan Plaza, Central Spine, Vidhyadhar Nagar, Jaipur",['Sweet Shop'],₹200,['Mithai'],2.9,12
Vidhyadhar Nagar,Shree Mahadev Poha Bhandaar,"Vidyadhar Nagar Thana, Sector 2, Central Spine, Vidyadhar Nagar, Jaipur",['Quick Bites'],₹100,['Street Food'],-,11
Vidhyadhar Nagar,Lanka Kitchens,"A-68B, Vivekanand Colony, Mall Road, Vidhyadhar Nagar, Jaipur",['Casual Dining'],₹600,"['North Indian', 'Mughlai']",-,No-Votes
Vidhyadhar Nagar,Bnc - The Coffee Shop,"G 6, Saraswati Tower, Vidhyadhar Nagar, Jaipur",['Café'],₹400,"['Cafe', 'Fast Food']",-,6
Vidhyadhar Nagar,Daily Dose Cafe,"Shop G 9, Aashirwad Complex, Sector 2, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹400,"['Fast Food', 'Pizza', 'Beverages']",-,8
Vidhyadhar Nagar,S.R Fast Food Bekry And Juice Center,"Plot 8-109, Opposite Ram Mandir More, Sector 8, Vidhyadhar Nagar, Jaipur",[],₹150,"['Fast Food', 'North Indian']",-,4
Vidhyadhar Nagar,Kanha Bhog Choudhary Dhaba,"GSR-1, Center Tower, Central Spine, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹300,['North Indian'],-,6
Vidhyadhar Nagar,Sunrise Foods,"C 38, Vikas Nagar, Murlieura, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹200,"['North Indian', 'Street Food']",-,5
Vidhyadhar Nagar,Maahi Kitchen,"A-1, Jai Jawan Apartment, Sector 1, Vidhyadhar Nagar, Jaipur",[],₹350,['North Indian'],-,4
Vidhyadhar Nagar,The Two Brother's Food Truck,"Near Time Square, Central Spine, Vidhyadhar Nagar, Jaipur",['Food Truck'],₹300,['Fast Food'],-,No-Votes
Vidhyadhar Nagar,The Fast Food,Delivery Only,[],₹150,"['Fast Food', 'Pizza', 'Beverages']",-,No-Votes
Vidhyadhar Nagar,Kanha Veg Food,"A 52, Vivekanand Colony, Naya Khera, Ambabari, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹300,['Rajasthani'],NEW,6
Vidhyadhar Nagar,Priya's Kitchen,"80 A, Rajeev Nagar, Sector 3, Vidhyadhar Nagar, Jaipur",['Bakery'],₹150,"['Bakery', 'Fast Food']",-,No-Votes
Vidhyadhar Nagar,Chatora The Cafe,"B 66, Shreeji Complex, Naya kheda, Near Viani Girls College, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹150,['Fast Food'],-,No-Votes
Vidhyadhar Nagar,The Nature's Bar,"G 41, Shiv Shakti Paradise, Central Spine, Vidhyadhar Nagar, Jaipur","['Beverage Shop', 'Quick Bites']",₹500,"['Beverages', 'Desserts', 'Fast Food', 'Street Food']",NEW,No-Votes
Vidhyadhar Nagar,Crazy Owl,"Jagdamba Colony, Near Mandir Mod Circle, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹250,['North Indian'],-,No-Votes
Vidhyadhar Nagar,Molly Moo,"Kiyosk B-20, Sector 1, Naya Kheda, Vidhyadhar Nagar, Jaipur",['Dessert Parlor'],₹200,"['Desserts', 'Ice Cream']",4.3,No-Votes
Vidhyadhar Nagar,New Tick Tock Restro,"G 43, Ground Floor, Shreenath Tower, Near Cine Star, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹350,"['Fast Food', 'Beverages']",4.1,No-Votes
Vidhyadhar Nagar,U Day Cafe & Bakers,"Shop 1, JDA Big Shopping Complex, Near Delhi Public School, Sahyog Marg, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹300,['Fast Food'],4.3,No-Votes
Vidhyadhar Nagar,Brothers Bakery & More,"Plot 9 A, Near Kesari Mobile Point, Jamna Colony, Vidhyadhar Nagar, Jaipur",['Bakery'],₹250,"['Bakery', 'Fast Food']",3.9,No-Votes
Vidhyadhar Nagar,R R Pride,"Shop 7, Near Zakaria Masjid, Naya Khera, Vidhyadhar Nagar, Jaipur",[],₹450,"['Pizza', 'Fast Food', 'Chinese']",3.8,No-Votes
Vidhyadhar Nagar,Theka - Nariyal Pani Da,"G 8, Ganpati Paradise, Central Spine Road, Sector 2, Vidhyadhar Nagar, Jaipur",['Beverage Shop'],₹100,['Beverages'],3.4,No-Votes
Vidhyadhar Nagar,Energy Juice Bar,"Time Square Building, Central Spine, Vidhyadhar Nagar, Jaipur",['Beverage Shop'],₹150,"['Juices', 'Beverages']",3.5,No-Votes
Vidhyadhar Nagar,New Mansuri Hotel,"Opposite Masjid, Vidhyadhar Nagar, Jaipur",['Quick Bites'],₹300,['North Indian'],3.4,No-Votes
Vidhyadhar Nagar,Mumma's Kitchen,"Sector 6/32, Near Vidhyadhar Nagar Police Station, Vidhyadhar Nagar, Jaipur",[],₹300,['North Indian'],3.5,No-Votes
Vidhyadhar Nagar,Bay Leaf Deluxe,"G-36-37, Cross Road Mall, Near Modi Furniture, Central Spine, Vidhyadhar Nagar, Jaipur",['Casual Dining'],₹700,"['North Indian', 'Chinese', 'Mughlai']",3.1,No-Votes
Vidhyadhar Nagar,Foodspot,"Hotel Chetram, Plot 2-5, Ground Floor, Ashok Vihar, Main Sikar Road, Ambabari, Vidhyadhar Nagar, Jaipur",['Casual Dining'],₹700,"['North Indian', 'Chinese', 'Italian']",3.6,No-Votes
Vidhyadhar Nagar,Shekhawat Dhaba,"95, Rohini Nagar, Keshar Vihar, Vidhyadhar Nagar, Jaipur",[],₹300,"['North Indian', 'South Indian', 'Chinese']",3.5,No-Votes
Bapu Nagar,Sodhani Sweets Pvt. Ltd.,"Opposite Nagar Nigam, Bapu Nagar, Jaipur",['Sweet Shop'],₹200,"['Mithai', 'Street Food', 'South Indian']",2.4,1211
Bapu Nagar,Sanjay Restaurant - Egg Dee,"B 18 & 19, Janta Store, Bapu Nagar, Jaipur",['Casual Dining'],₹500,"['Fast Food', 'Street Food', 'North Indian']",3.6,706
Bapu Nagar,Firewood,"Treebo Woodsvilla Suites, B 136A, Near Janta Store Crossing, Rajendra Marg, Bapu Nagar, Jaipur",['Casual Dining'],₹800,"['North Indian', 'Italian', 'Chinese', 'South Indian', 'Beverages']",3.4,597
Bapu Nagar,The Warehouse Cafe,"Gandhi Nagar Mode, Near Milestone, Bapu Nagar, Jaipur","['Café', 'Casual Dining']",₹900,"['Cafe', 'Italian', 'Chinese', 'North Indian', 'Continental']",3.4,472
Bapu Nagar,Narayan Egg Corner,"SB-114 A, Sawai Mansingh Road, Bapu Nagar, Jaipur",[],₹300,"['Fast Food', 'Rolls', 'North Indian']",2.7,167
Bapu Nagar,NR Ice Cream Parlour & Restaurant,"Janta Store, Bapu Nagar, Jaipur","['Quick Bites', 'Dessert Parlor']",₹300,"['Fast Food', 'Chinese', 'Ice Cream']",3.0,91
Bapu Nagar,KiloSubzi,"B - 137, Mangal Marg, Bapu Nagar, Jaipur",[],₹500,"['Rajasthani', 'North Indian']",3.0,70
Bapu Nagar,Just Maggi,"D-172-A, Jagraj Marg, Moti Marg, Bapu Nagar, Jaipur",[],₹200,['Fast Food'],-,44
Bapu Nagar,Basant Bahar Mishthan Bhandar,"B 18, Janta Store, Bapu Nagar, Jaipur",['Sweet Shop'],₹150,['Mithai'],-,59
Bapu Nagar,Tangelo,"B 204 A, Kyriad Hotel, Rajendra Marg, Near Janta Store Circle, Bapu Nagar, Jaipur",['Casual Dining'],₹750,"['North Indian', 'Chinese', 'Continental', 'Kebab']",3.8,17
Bapu Nagar,Messy Bowl,"2, Gandhi Nagar Mod, Bapu Nagar, Jaipur",['Quick Bites'],₹350,"['Fast Food', 'Italian', 'Beverages']",3.9,29
Bapu Nagar,Delta Chat & Food,"B 136 A, The Woods Villa Suites, Near Janta Store Crossing, Rajendra Marg, Bapu Nagar, Jaipur",['Kiosk'],₹200,['Street Food'],3.7,18
Bapu Nagar,Jinni Bakers and Confectioners,"A 1-2, Janta Store, Bapu Nagar, Jaipur",['Quick Bites'],₹300,"['Fast Food', 'Beverages']",3.9,23
Bapu Nagar,"But First, Coffee","A-1-2, Janta Store, Near University Marg, Bapu Nagar, Jaipur",['Café'],₹550,"['Cafe', 'Fast Food']",3.7,25
Bapu Nagar,Brown Sugar Quick,"A 14, Janta Store, Bapu Nagar, Jaipur","['Bakery', 'Quick Bites']",₹400,"['Bakery', 'Fast Food', 'Beverages']",3.6,18
Bapu Nagar,Just Idli,"D-172-A, Jagraj Marg, Moti Marg, Bapu Nagar, Jaipur",['Quick Bites'],₹300,['South Indian'],4.1,12
Bapu Nagar,IDLA,"D - 172 - A, Jagraj Marg, Moti Marg, Bapu Nagar, Jaipur",['Quick Bites'],₹200,['South Indian'],4.1,6
Bapu Nagar,Choudhary Restaurant,"A 9, Janta Store, Bapu Nagar, Jaipur",['Quick Bites'],₹150,['Rajasthani'],2.4,9
Bapu Nagar,Adhinath Bakery,"A 13, Janta Store, Bapu Nagar, Jaipur","['Bakery', 'Quick Bites']",₹200,"['Bakery', 'Fast Food', 'Beverages']",3.4,6
Bapu Nagar,Jawahar Juice & Fruit Center,"A 2, Janta Store, Bapu Nagar, Jaipur",['Beverage Shop'],₹150,['Beverages'],3.7,No-Votes
Bapu Nagar,Sky Bakers,"SB 107, University Marg, Opposite UDB Tower, Bapu Nagar, Jaipur","['Bakery', 'Quick Bites']",₹200,"['Bakery', 'Fast Food']",3.2,No-Votes
Amer Road,M.M. Khan Hotel,"Opposite Rainbow Jewellers, Amer Road, Jaipur",['Quick Bites'],₹500,['North Indian'],2.0,725
Amer Road,Samode Haveli Restaurant,"Samode Haveli, Gangapole, Amer Road, Jaipur",['Fine Dining'],"₹3,500","['North Indian', 'Mughlai', 'Continental', 'Rajasthani']",3.6,148
Amer Road,Shri Khandelwal Pavitra Bhojnalaya,"Near New Ramgarh Mode, Amer Road, Jaipur",['Quick Bites'],₹350,['North Indian'],3.4,272
Amer Road,Jal Mahal- Trident Jaipur,"Trident Jaipur, Opposite Jal Mahal, Amer Road, Jaipur",['Fine Dining'],"₹2,500","['North Indian', 'Continental']",3.8,127
Amer Road,Rainbow,"72, Near Post Office, Ramgarh Mod, Amer Road, Jaipur",['Casual Dining'],"₹1,100","['North Indian', 'South Indian', 'Chinese', 'Fast Food']",2.2,108
Amer Road,Cafe Coffee Day,"HPCL, Shri Krishna Service Station, Opposite Jal Mahal, Amer Road, Jaipur",['Café'],₹700,"['Cafe', 'Beverages', 'Sandwich', 'Fast Food', 'Desserts']",2.4,95
Amer Road,Laxmi Sweet Caterers,"Shop 29/30, Besides Subash Chock Police Station, Amer Road, Jaipur",['Sweet Shop'],₹200,['Mithai'],3.3,158
Amer Road,The Food Studio,"Near Chikatsalaya Marg, Jorawar Singh Gate, Govind Nagar West, Amer Road, Jaipur",['Café'],₹500,"['Cafe', 'Fast Food', 'Beverages']",3.2,45
Amer Road,Pink City Kings,"14, Jorawar Singh Gate, Amer Road, Jaipur",['Casual Dining'],₹250,['North Indian'],2.5,69
Amer Road,Pinxx - Regenta Central,"Regenta Central, Opposite Jal Mahal, Amer Road, Jaipur",['Fine Dining'],"₹1,500","['North Indian', 'Chinese']",3.7,52
Amer Road,Surabhi Restaurant & Turban Museum,"Behind Subhash Chowk Petrol Pump, Old Amer Road, Jaipur",['Casual Dining'],"₹1,000","['Rajasthani', 'Chinese', 'Continental']",2.3,65
Amer Road,Pink City Restaurant,"Raoti Shikaar ODI, Opposite Jal Mahal, Amer Road, Jaipur",['Casual Dining'],₹950,['North Indian'],3.3,50
Amer Road,Parampara The Restaurant,"Opposite Brahmpuri Police Station, Amer Road, Jaipur",['Casual Dining'],₹550,"['North Indian', 'Chinese']",3.4,42
Amer Road,Agarwal Sweets,"Near Samrat Cinema, Amer Road, Jaipur",['Sweet Shop'],₹150,['Mithai'],3.4,73
Amer Road,Zesto Real Arabian Taste,"62, Golimar Garden, Ramgarh Mod,  Amer Road, Jaipur",['Casual Dining'],₹500,"['Arabian', 'Turkish', 'North Indian']",2.4,56
Amer Road,Swapna Mahal - The Raj Palace,"The Raj Palace, Jorawar Singh Gate, Amer Road, Jaipur",['Fine Dining'],"₹6,000","['North Indian', 'Rajasthani', 'Continental', 'Chinese']",3.4,39
Amer Road,Namaste Rajasthan,"Plot 1, Govind Puri (West), Near Ramgarh Mod, Amer Road, Jaipur",['Casual Dining'],₹500,"['North Indian', 'Rajasthani', 'Chinese']",3.3,34
Amer Road,The Royal Treat,"New Ramgarh Mod, Amer Road, Jaipur",['Casual Dining'],"₹1,000","['North Indian', 'Continental']",3.5,28
Amer Road,Lazeez Chicken Biryani,"Shop-1, Plot-106, New Ramgarh Mode Chauraha, Amer Road, Jaipur",['Quick Bites'],₹200,['Biryani'],3.3,48
Amer Road,Dal Bati Churma Restaurant - Hotel Malak Mahal Palace,"Hotel Malak Mahal Palace, 54, Near Jal Mahal, Amer Road, Jaipur",['Casual Dining'],₹500,"['North Indian', 'Rajasthani']",3.4,42
Amer Road,Royal Jaipur Palace Restaurant,"Royal Jaipur Palace, Near Golimar Garden, Amer Road, Jaipur",['Casual Dining'],"₹1,200","['North Indian', 'Chinese', 'Continental']",3.3,24
Amer Road,Cake & Pizza Hut,"A-5, Krishnapuri Old Ramgarh Mode, Amer Road, Jaipur",['Quick Bites'],₹200,['Fast Food'],3.1,32
Amer Road,Shri Ram Hotel,"Shri Ram Hotel, Near Jorawar Singh Gate, Amer Road, Jaipur",['Quick Bites'],₹400,"['North Indian', 'South Indian', 'Fast Food']",3.4,30
Amer Road,Jalpaan,"Bikaner Haveli, Gupta Garden, Near Brahampuri Police Station, Amer Road, Jaipur",['Casual Dining'],₹500,"['North Indian', 'Rajasthani']",NEW,18
Amer Road,The Verandah - Trident Jaipur,"Trident Jaipur, Opposite Jal Mahal, Amer Road, Jaipur",['Fine Dining'],"₹2,600","['Italian', 'North Indian']",3.2,19
Amer Road,Heritage Spices,"2, Dusshera Kothi, Opposite Bhandari Jewellers, Amer Road, Jaipur",['Casual Dining'],"₹1,200","['North Indian', 'Mughlai', 'Rajasthani', 'Fast Food']",3.4,14
Amer Road,Green Pigeon,"983, West Govind Nagar, Near Brahmpuri Thana, Amer Road, Jaipur",['Casual Dining'],₹750,['North Indian'],3.2,21
Amer Road,Yummy Bites Cafe,"1288/1, Rajawat House, Near Jai Siya Ram, Gangaple, Jaipur",[],₹500,"['Fast Food', 'Beverages']",3.2,21
Amer Road,Katta Ji Sweets & Namkeen,"S-22, Karshana Colony, Ramgarh Moad, Karbala Choraha, Amer Road, Jaipur",['Sweet Shop'],₹150,"['Mithai', 'Street Food']",3.1,28
Amer Road,Shree Ram Pavitra  Bhojnalaya,"Shop 1340, Gurjar Ghati, Near Jal Mahal, Amer Road, Jaipur",['Quick Bites'],₹150,['North Indian'],3.1,17
Amer Road,Shree New Suraj Restaurant,"Near Air Force Station, Kanak Ghati, Amer Road, Jaipur",['Quick Bites'],₹500,"['North Indian', 'South Indian', 'Chinese']",3.0,12
Amer Road,Mountain Madness,"Plot 16, Ganesh Colony, Near Jaipur Gramin Police Line, Amer Road, Jaipur",['Quick Bites'],₹900,"['North Indian', 'Pizza', 'Fast Food', 'Desserts', 'Beverages']",3.4,9
Amer Road,Pandit Pepper,"27, Siwar Area, Amer Road, Jaipur",[],₹300,"['North Indian', 'Street Food']",3.3,14
