Locality,RestaurantName,Address,Category,CostForTwo,Cuisines,Ratings,votes
C Scheme,Misrii Home Foods LLP,"S-5, Jyoti Nagar Extension, Vidhan Sabha, C Scheme, Jaipur",['Quick Bites'],₹500,"['North Indian', 'Rajasthani', 'Street Food']",3.2,12
C Scheme,Gopal Singh Patasi Bhandar,"Opposite Mahaveer College Gate 2, Mahaveer Marg, C Scheme, Jaipur",['Quick Bites'],₹100,['Street Food'],3.5,18
C Scheme,Foody Way,"C-39, Ground Floor, Lajpat Marg, C Bock, C Scheme, Jaipur",['Quick Bites'],₹350,"['North Indian', 'Fast Food', 'Beverages']",NEW,No-Votes
C Scheme,Blue Zen - Shakun Hotels & Resorts,"Shakun Hotels & Resorts, D-28, Subhash Marg, C Scheme, Jaipur",['Bar'],"₹2,000","['Finger Food', 'Continental', 'North Indian']",2.8,9
C Scheme,Eggitude,"F-82, Chaitanya Marg, Ashok Marg, C Scheme, Jaipur",[],₹200,['Fast Food'],3.1,11
C Scheme,Murty's Dosa,"Near Statue Circle, Prithviraj Road, C Scheme, Jaipur",['Food Truck'],₹250,['South Indian'],3.2,12
C Scheme,Wanna Bites,"J 4, Ramesh Marg, Subhash Marg, C Scheme, Jaipur",[],₹300,"['Chinese', 'Pizza', 'Fast Food', 'Street Food', 'Beverages']",3.5,10
C Scheme,Kaki Cafe,"K - 8, Ashok Marg, C Scheme, Jaipur",['Café'],₹400,['Cafe'],3.2,10
C Scheme,Looters,"C 43, Mahaveer Marg, Near Mahaveer School, C Scheme, Jaipur",['Café'],₹450,"['Cafe', 'Burger', 'Fast Food', 'Beverages']",3.2,9
C Scheme,Cafe LazyMojo,"K 7, Malviya Marg, C Scheme, Jaipur","['Café', 'Casual Dining']",₹800,"['Cafe', 'Italian', 'Continental']",NEW,No-Votes
C Scheme,Special 26,"J5, Subhas Marg, Ramesh Marg, C Scheme, Jaipur",['Quick Bites'],₹350,['North Indian'],3.3,9
C Scheme,Burger Palace,"J 1, Jamnalal Bajaj Marg, C Scheme, Jaipur",['Quick Bites'],₹400,"['Burger', 'Fast Food']",3.3,10
C Scheme,Orient Occident - SUJÁN Rajmahal Palace Hotel,"SUJÁN Rajmahal Palace Hotel, Sardar Patel Marg, C Scheme, Jaipur",['Fine Dining'],"₹3,000","['North Indian', 'Italian', 'Spanish']",3.3,9
C Scheme,Mr. Coconut Cafe,"B-493A, 80 Feet Road, Mahesh Nagar, C Scheme, Jaipur",['Beverage Shop'],₹300,"['Beverages', 'Sandwich']",3.2,7
C Scheme,Roll Hub,"C 39, Sardar Patel Marg, C Scheme Jaipur",['Quick Bites'],₹300,['Rolls'],3.0,6
C Scheme,"Pandit ""The Veg. Grill Shop""","C 18, Bhagwan Das Road, C Scheme, Jaipur",[],₹400,"['Street Food', 'Beverages']",3.1,10
C Scheme,Binge Bite,"Prthviraj Road, Panch Batti, Near Park Prime, Ashok Nagar, C Scheme, Jaipur",['Quick Bites'],₹250,"['Gujarati', 'Maharashtrian', 'Street Food']",NEW,No-Votes
C Scheme,Corner Story,"F 69, Subhash Marg, Bagadiya Bhawan, C Scheme, Jaipur",['Quick Bites'],₹600,['North Indian'],3.1,7
C Scheme,Little Indian,"KK Square, C Scheme, Jaipur",['Casual Dining'],"₹1,200","['North Indian', 'Chinese']",3.1,8
C Scheme,Burger Street,"E 176, Ramesh Marg, C Scheme, Jaipur",['Quick Bites'],₹400,"['Burger', 'Beverages']",3.0,5
C Scheme,Blackout Delivers,"Plot D38 A, 8th, 9th Floor, Subhash Marg, Ahinsa Circe, C Scheme, Jaipur",[],₹500,"['Fast Food', 'North Indian']",3.0,6
C Scheme,Prince Paradise Bhojnalaya,"Opposite Corporate Park, Ajmer Road, C Scheme, Jaipur",['Dhaba'],₹250,['North Indian'],3.1,7
C Scheme,Pandit Juice Centre,"C-20, Bhagwan Das Road, Near Raj Mandir Cinema, Jaipur, C Scheme, Jaipur","['Beverage Shop', 'Quick Bites']",₹200,"['Beverages', 'South Indian']",3.1,6
C Scheme,Burger Wale Bhaia,"Shop 2, Ground Floor, Landmark Building, Ahinsha Circle, Ashok Nagar, C Scheme, Jaipur",[],₹450,"['Burger', 'Fast Food']",-,No-Votes
C Scheme,The Best Food Bakers,"Shop 3, Ground Floor, Crystal Palm, Sardar Patel Marg, C Scheme, Jaipur",[],₹300,"['Fast Food', 'Beverages', 'Desserts']",2.9,7
C Scheme,Kafe Snack Bite,"J 2, Subhash Marg, C Scheme, Jaipur",[],₹300,"['Fast Food', 'Chinese', 'Street Food', 'Beverages']",-,No-Votes
C Scheme,ReMama,"E-151, Ramesh Marg, C Scheme, Jaipur",['Café'],₹700,"['Cafe', 'Italian']",2.8,4
C Scheme,Thali World,"Rajasthan Rajya Sahkari Upbhokta Sangh, Navjeevan Parishad, C Scheme, Jaipur",[],₹250,['North Indian'],3.1,4
C Scheme,The Food Zone,"11, Sarojini Marg, C Scheme, Jaipur",['Quick Bites'],₹200,"['North Indian', 'Fast Food', 'Street Food', 'Chinese', 'South Indian']",3.1,5
C Scheme,Rainbow Scoops & Shakes,"F 25, Jamna Lal Bajaj Marg, C Scheme, Jaipur",['Dessert Parlor'],₹150,['Ice Cream'],2.9,4
C Scheme,Vinay Pavitra Bhojnalya,"Shop 3, Shiv Heera Path, C Scheme, Jaipur",['Quick Bites'],₹250,['North Indian'],2.9,5
C Scheme,Raman Dosa Wala,"Statue Circle, C Scheme, Jaipur",['Food Truck'],₹250,['South Indian'],-,No-Votes
C Scheme,Darbar Hall,"Hotel Bharat Mahal Palace, 16, Parivahan Marg, Near Civil Lines Railway Crossing, C Scheme, Jaipur",['Casual Dining'],₹750,"['North Indian', 'Rajasthani', 'Chinese', 'Fast Food']",-,No-Votes
C Scheme,Kamlesh Pavitra Bhojanalya,"Shop 7-8, Opposite Roadways Depot, C Scheme, Jaipur",['Dhaba'],₹150,['North Indian'],2.9,4
C Scheme,Tadka by Kilo,"Plot S-6, Vivekanand Marg, C Scheme, Jaipur",['Quick Bites'],₹700,['North Indian'],-,No-Votes
C Scheme,Cafe T Square,"6, Ashok Marg, Near Ahinsa Circle, C Scheme, Jaipur",['Quick Bites'],₹400,"['Fast Food', 'Chinese', 'North Indian']",-,No-Votes
C Scheme,Dhuaan,"The Hotel Garden View, 5th Floor, Subhash Marg, Near Ahinsa Circle, C Scheme, Jaipur",['Quick Bites'],₹600,"['North Indian', 'Rajasthani']",-,No-Votes
C Scheme,Parantha Pundit,"R-16, Ground Floor, Hotel Palm, C Scheme, Jaipur",[],₹200,"['North Indian', 'Beverages']",-,No-Votes
C Scheme,The Fruitshop,"31, Bagadiya Bhawan, C Scheme, Jaipur",['Beverage Shop'],₹150,"['Juices', 'Desserts']",-,No-Votes
C Scheme,Delicious Cafe,"E2, KJ City Tower, Opposite Luhadia Tower, Ashok Marg, C Scheme, Jaipur",['Quick Bites'],₹250,"['Fast Food', 'North Indian']",-,No-Votes
C Scheme,Foodbay,"J-2, Jamnalal Bajaj Marg, Ashok Marg, C Scheme, Jaipur",['Quick Bites'],₹500,"['Chinese', 'Fast Food', 'Beverages']",-,No-Votes
C Scheme,Mama's Parantha,"Rajasthan Rajya Sahkari Upbhokta Sangh, Navjeevan Parishad, C Scheme, Jaipur",[],₹250,"['Chinese', 'Fast Food', 'Beverages', 'North Indian']",-,No-Votes
C Scheme,Pandit Juice Centre And Restaurant,"C 18, Bhagwan Das Road, C Scheme, Jaipur",[],₹400,"['Street Food', 'Beverages']",-,No-Votes
C Scheme,Cake Crave,"Shop 2, Ground Floor, Landmark Building, Ahinsha Circle, Ashok Nagar, C Scheme, Jaipur",[],₹550,"['Desserts', 'Fast Food', 'Bakery']",-,No-Votes
C Scheme,Cake Crave,"Shop 2, Ground Floor, Landmark Building, Ahinsha Circle, Ashok Nagar, C Scheme, Jaipur",[],₹550,"['Desserts', 'Fast Food', 'Bakery']",-,No-Votes
C Scheme,1962 The Food Club,"373, 374, Station Road, C Scheme, Jaipur",['Quick Bites'],₹350,"['North Indian', 'Chinese']",-,No-Votes
C Scheme,Chatora Chowk,"K-5, Ground Floor, Trimurty V-Jai City Point, Ahinsa Circle, C Scheme, Jaipur",['Quick Bites'],₹200,"['Fast Food', 'Beverages']",-,No-Votes
C Scheme,Indi Kitchen,"A2/2, Tilak Marg, C Scheme, Jaipur",[],₹300,['North Indian'],-,No-Votes
C Scheme,Pizza Bae,Delivery Only,[],₹400,"['Pizza', 'Fast Food']",3.4,No-Votes
C Scheme,Apna Falafal,"F-55, Jamnalal Bajaj Marg, C Scheme, Jaipur",['Quick Bites'],₹450,"['Fast Food', 'Arabian', 'Salad']",-,No-Votes
C Scheme,The Zest Cafe Scooter,"Plot 5/97A, Bhawani Singh Lane, Near News 18 Channel, C Scheme, Jaipur",['Quick Bites'],₹700,"['North Indian', 'Chinese', 'Fast Food', 'Beverages']",-,No-Votes
C Scheme,Sprout,"A-5, 101, 1st Floor, Suryavanshi Pearl, Chomu House, Sardar Patel Marg, C Scheme, Jaipur",[],₹500,"['Salad', 'Healthy Food']",-,No-Votes
C Scheme,O'Biryani,"R-16, Ground Floor, Hotel Palm, Near OYO Townhouse, C Scheme, Jaipur",[],₹250,"['Biryani', 'Hyderabadi', 'North Indian', 'Mughlai']",-,No-Votes
C Scheme,Thadi,"8th Floor, Ambition Tower, Agrasen Circle, C Scheme, Jaipur",['Quick Bites'],₹650,"['Fast Food', 'Chinese', 'Street Food', 'Sandwich', 'Beverages']",NEW,No-Votes
C Scheme,Cake Slice,"F-97, Panchsheel Marg, C Scheme, Jaipur",['Bakery'],₹150,['Bakery'],-,No-Votes
C Scheme,NYC Central & Co.,"Shop 3, Opposite Mahavir Collage, Mahavir Marg, C Scheme, Jaipur",['Quick Bites'],₹400,['Fast Food'],NEW,No-Votes
C Scheme,Dabbu's Kitchen,"2, Nath House Mission Compound, C Scheme, Jaipur",[],₹300,['North Indian'],NEW,No-Votes
C Scheme,Midnight Maggi,"Man Upasana Plaza, Ashok Nagar, C Scheme, Jaipur",[],₹150,['Fast Food'],4.1,No-Votes
C Scheme,Thali N Combo,"Near Udyog Bhawan, Opposite Bhawani Singh Road, C Scheme, Jaipur",[],₹100,['North Indian'],3.4,No-Votes
C Scheme,Thali Express,"Near Udyog Bhawan Opposite Bhawani Singh Road, C Scheme, Jaipur",[],₹100,['North Indian'],4.0,No-Votes
Malviya Nagar,Kanha,"Plot 30-31-32, Kalyan Colony, Opposite Gaurav Towers, Malviya Nagar, Jaipur","['Sweet Shop', 'Quick Bites']",₹500,"['North Indian', 'South Indian', 'Fast Food', 'Chinese', 'Beverages']",4.0,1621
Malviya Nagar,Domino's Pizza,"Ground Floor, GT Central, Malviya Nagar, Jaipur",['Quick Bites'],₹700,"['Pizza', 'Fast Food']",4.6,1487
Malviya Nagar,T2 Dhabha,"10/KB, Krishna Puri, Malviya Nagar, Jaipur",['Quick Bites'],₹450,['North Indian'],4.0,1667
Malviya Nagar,GVD Soni's Cafe,"Shop 2, Shopping Centre, Mahesh Marg, D-Block, Malviya Nagar, Jaipur",['Café'],₹450,"['Cafe', 'Fast Food', 'Beverages']",4.0,1908
Malviya Nagar,Midnight Vegas,"11/01, 4th Floor, Girdhar Marg, Malviya Nagar, Jaipur","['Casual Dining', 'Bar']","₹1,150","['North Indian', 'Continental', 'Chinese', 'Italian']",4.0,1142
Malviya Nagar,Hotel Mini Mahal,"2, Durga Vatika, Near Trimurti Appartment, Model Town, Malviya Nagar, Jaipur",['Quick Bites'],₹400,"['North Indian', 'Chinese']",4.9,1818
Malviya Nagar,Burger King,"Shop 3-4, Ground Floor, GT Central Mall, Malviya Nagar, Jaipur",['Quick Bites'],₹500,"['Burger', 'Fast Food', 'Beverages']",3.9,1532
Malviya Nagar,Sethi Tikka Kabab Curry,"Gold Souk Building, Near Jawahar Circle, Malviya Nagar, Jaipur",['Quick Bites'],₹600,"['North Indian', 'Chinese', 'Mughlai']",4.0,1403
Malviya Nagar,The Barbeque Company,"6th Floor, GT Square, Kalyan Colony, D Block, Opposite Gaurav Tower Marg, Malviya Nagar, Jaipur",['Casual Dining'],"₹1,200","['North Indian', 'Chinese', 'BBQ']",3.5,1160
Malviya Nagar,KFC,"Counter 1, 3rd Floor, Food Court, World Trade Park, Malviya Nagar, Jaipur",['Food Court'],₹450,"['Fast Food', 'Burger']",3.9,1116
Malviya Nagar,Chhabra's Pure Veg,"HH 89, Block-A, Calgary Road, Malviya Nagar, Jaipur",['Casual Dining'],₹450,['North Indian'],3.5,1001
Malviya Nagar,Mahadev Dhaba,"14 A, Kardhani Shopping Centre, Malviya Nagar, Jaipur",['Dhaba'],₹350,['North Indian'],3.8,1774
Malviya Nagar,Punjabi Tadka Pure Veg Restaurant,"41, Haldiya Heights, Girdhar Marg, Near Axis Bank, Malviya Nagar, Jaipur",[],₹650,"['North Indian', 'Desserts', 'Beverages']",2.4,568
Malviya Nagar,China Town,"Opposite Palika Bazar, Sector 10, Malviya Nagar, Jaipur",['Quick Bites'],₹600,"['Chinese', 'North Indian', 'Pizza', 'Rolls']",4.8,1073
Malviya Nagar,TeaQuila - A Fashion Cafe,"32, Girdhar Marg, Sunder Nagar, Malviya Nagar, Jaipur","['Café', 'Casual Dining']",₹800,"['Continental', 'Italian', 'Fast Food', 'Cafe']",4.0,858
Malviya Nagar,Pizza World,"1st Floor, Indra Palace, Above Bank Of Maharashtra, Malviya Nagar, Jaipur",['Quick Bites'],₹500,"['Pizza', 'Fast Food', 'Chinese']",3.7,588
Malviya Nagar,Kebabs & Curries Company,"World Trade Park, JLN Marg, Malviya Nagar, Jaipur",['Casual Dining'],₹800,"['North Indian', 'Chinese']",4.7,2287
Malviya Nagar,Brown Sugar- Bakers & Cafe,"2, Ground Floor, SDC Vinay, Calgeri Road, Malviya Nagar, Jaipur","['Café', 'Bakery']",₹650,"['Cafe', 'Bakery', 'Fast Food', 'Beverages']",4.6,834
Malviya Nagar,Pizza Hut,"Showroom 5, Plot 4, Ground Floor, GT Central, Indra Place, Sanganer, Malviya Nagar, Jaipur",['Casual Dining'],₹600,"['Pizza', 'Desserts', 'Fast Food']",4.0,893
Malviya Nagar,Sultanat,"P-20, Fort Jaipur, Lal Bahadur Nagar, S.L Marg, Malviya Nagar, Jaipur",['Café'],"₹1,200","['Cafe', 'North Indian', 'Chinese', 'Italian', 'Mexican', 'Lebanese']",4.2,2524
Malviya Nagar,City Heights,"A-6/1, Avenue 8, Lal Bahadur Nagar, SL Marg, Malviya Nagar, Jaipur",['Casual Dining'],₹900,"['North Indian', 'Continental', 'Italian', 'Chinese', 'Mexican']",4.6,964
Malviya Nagar,The PentHouse,"4/32, Shivanand Marg, Opposite Underpass, Malviya Nagar, Jaipur",['Café'],₹500,"['Cafe', 'North Indian', 'South Indian', 'Chinese']",4.2,696
Malviya Nagar,Tea Connect Cafe,"B-16, D-Block, Giridhar Marg, Sector 4, Malviya Nagar, Jaipur",['Café'],₹500,"['Cafe', 'Fast Food', 'Street Food', 'Beverages']",4.6,899
Malviya Nagar,Chowk,"The Fort, P-20, Lal Bahadur, S.L Marg, Malviya Nagar, Jaipur",['Casual Dining'],"₹1,200",['North Indian'],3.8,2460
Malviya Nagar,OTB - On The Bar B-Q,"6th Floor, Crystal Court Mall, Malviya Nagar, Jaipur",['Casual Dining'],"₹1,200","['Italian', 'Chinese', 'North Indian', 'Fast Food', 'Beverages']",4.0,1369
Malviya Nagar,Zoya,"The Fort, P-20, Lal Bahadur, S.L Marg, Malviya Nagar, Jaipur",['Lounge'],"₹1,200","['Cafe', 'North Indian', 'Chinese', 'Italian', 'Mexican', 'Lebanese']",4.0,2000
Malviya Nagar,Marky Momos,"14/9, Ground Floor, Giridhar Marg, Opposite Amit Bhardwaj Petrol Pump, Malviya Nagar, Jaipur",['Casual Dining'],₹500,"['Momos', 'Chinese', 'Fast Food']",3.8,705
Malviya Nagar,Republiq,"2nd Floor, D Block, World Trade Park, Jawahar Lal Nehru Marg, Sector 9, Malviya Nagar, Jaipur",['Lounge'],"₹1,500","['Kebab', 'Italian', 'Chinese']",4.0,768
Malviya Nagar,Saras Parlour,"Kesari Bhawan, Jawahar Lal Nehru Marg, Near Mahaveer Hospital, Malviya Nagar, Jaipur","['Dessert Parlor', 'Quick Bites']",₹700,"['Ice Cream', 'North Indian']",4.3,782
Malviya Nagar,Ketli Restaurant,"B 428, Pradhan Marg, Malviya Nagar, Jaipur",['Casual Dining'],₹700,"['North Indian', 'Chinese', 'Fast Food', 'Italian']",4.3,742
Malviya Nagar,Ten 11 Lounge & Bar,"4th Floor, Gold Souk Grand Mall, Near Jawahar Circle, Malviya Nagar, Jaipur","['Lounge', 'Bar']","₹1,700","['Asian', 'North Indian', 'Beverages']",3.6,642
Malviya Nagar,Masala Ministry,"A 25, Near Genpact, J.L.N. Road, Malviya Nagar, Jaipur",['Casual Dining'],₹900,"['North Indian', 'Chinese', 'Fast Food']",3.8,552
Malviya Nagar,The Belgian Waffle Co.,"D-78, Siddarth Nagar, Near Navodaya Girls TT College, Malviya Nagar, Jaipur",[],₹300,"['Desserts', 'Beverages', 'Fast Food']",3.6,531
Malviya Nagar,Silver Oak,"Vachi Inn, D 359, Near Gaurav Tower Marg, Malviya Nagar, Jaipur",['Casual Dining'],₹700,"['North Indian', 'Chinese', 'Continental']",4.0,640
Malviya Nagar,Green Apple,"8th Floor, SDC Building, Pradhan Marg Corner, Calgeri Road, Malviya Nagar, Jaipur",['Casual Dining'],₹700,"['North Indian', 'Chinese', 'Italian', 'Mexican', 'Continental']",3.8,552
Malviya Nagar,3 D's Restro Lounge,"A-2, 8th, 9th Floor, Coorporate Tower, Near Jawahar Circle, JLN Road, Malviya Nagar, Jaipur","['Casual Dining', 'Bar']","₹1,600","['North Indian', 'Chinese', 'Italian', 'Continental', 'Beverages']",3.8,606
Malviya Nagar,SkyLit,"Hotel Ethnic, 5/301, Girdhar Marg, Malviya Nagar, Jaipur",['Casual Dining'],₹600,"['North Indian', 'Italian', 'Continental', 'Chinese']",4.1,506
Malviya Nagar,Dana Pani Elite,"2nd Floor, Shivam Business Centre, Calgary Road, Malviya Nagar, Jaipur",['Casual Dining'],"₹1,100","['North Indian', 'South Indian']",3.9,571
Malviya Nagar,The Yellow Chilli,"World Trade Park, Malviya Nagar, Jaipur",['Casual Dining'],"₹1,300",['North Indian'],4.5,512
Malviya Nagar,Amritsar House,"83, Sundar Nagar, Girdhar Marg, Near Malviya Nagar, Jaipur","['Casual Dining', 'Bar']","₹1,300","['North Indian', 'Chinese', 'Mughlai', 'Fast Food', 'Biryani']",4.0,507
Malviya Nagar,Hyderabadi Dum Biryani,"10/851, Near Brain Tower Tiraha, GT Road, Malviya Nagar, Jaipur",['Quick Bites'],₹500,"['Biryani', 'Chinese', 'North Indian']",4.3,612
Malviya Nagar,Rustic by OTH,"H-12, Lal Bahadur Nagar, Opposite World Trade Park, Malviya Nagar, Jaipur",['Fine Dining'],"₹1,500","['North Indian', 'Continental', 'Mughlai', 'Fast Food', 'Beverages']",3.6,429
Malviya Nagar,Lick-A-Chick,"10/836, Malviya Nagar, Jaipur",['Casual Dining'],₹800,"['North Indian', 'Chinese', 'Kebab']",4.0,535
Malviya Nagar,Bombaye House,"E95, Lal Bahadur Nagar, JLN Marg, Malviya Nagar, Jaipur","['Café', 'Casual Dining']",₹500,"['Cafe', 'Chinese', 'Street Food', 'Momos', 'South Indian', 'Beverages']",4.0,344
Malviya Nagar,Pizza Mr. Bean's,"Basement, Haldiya Tower, Opposite Gaurav Tower, Malviya Nagar, Jaipur",['Casual Dining'],₹450,"['Pizza', 'Fast Food']",3.9,608
Malviya Nagar,Pint Pat,"40-41, 1st Floor, SDC Building, Turning Point Calgeri Road, Malviya Nagar, Jaipur",['Lounge'],"₹1,400","['North Indian', 'Italian', 'Continental']",3.9,447
Malviya Nagar,Scary Mansion Lounge & Bar,"7th Floor, Mahalaxmi Tower, Calgeri Road, Malviya Nagar, Jaipur",['Casual Dining'],"₹1,000","['North Indian', 'Chinese', 'Italian', 'Kebab']",3.4,440
Malviya Nagar,Jayka,"41, Near Eye Hospital, Calgiri Marg, Malviya Nagar, Jaipur",['Quick Bites'],₹400,"['North Indian', 'Chinese']",3.8,605
Malviya Nagar,Tadka Dhaba,"9/801, Girdhar Marg, Malviya Nagar, Jaipur",['Quick Bites'],₹300,['North Indian'],3.4,601
Malviya Nagar,Hungeradda.com,Delivery Only,[],₹500,"['Fast Food', 'North Indian']",4.8,533
Malviya Nagar,DCT Tadka,"Shop 31A, Ground Floor, Gold Souk, Malviya Nagar, Jaipur",['Quick Bites'],₹850,"['North Indian', 'Chinese', 'Fast Food', 'Beverages']",3.6,508
Malviya Nagar,House of Vegies,"Shop 13-15, Near Mahima Studio Panche, Rabindra Nagar A, Malviya Nagar, Jaipur",[],₹300,"['North Indian', 'Fast Food']",3.8,532
Malviya Nagar,Cake Corner,"Shop 15, Near Goyal Fancy Store, Sector 6, Malviya Nagar, Jaipur",['Bakery'],₹250,['Bakery'],3.7,299
Malviya Nagar,Sahni Barbeque,"Shop 1, Plot 12/14, Girdhar Marg, Opposite Girdhar Hospital, Malviya Nagar, Jaipur",['Casual Dining'],₹600,['North Indian'],3.9,431
Malviya Nagar,Subway,"G-25, Crystal Court Mall, JLN Marg, Malviya Nagar, Jaipur",['Quick Bites'],₹500,"['Fast Food', 'Healthy Food', 'Sandwich', 'Salad']",4.1,422
Malviya Nagar,Achanak Juice,"Ground Floor, Gaurav Tower, Malviya Nagar, Jaipur",['Beverage Shop'],₹150,"['Juices', 'Beverages']",3.9,474
Malviya Nagar,Booze On Lounge,"E 55, Girdhar Marg, Near Ghiya Hospital, Malviya Nagar, Jaipur",['Lounge'],"₹1,600","['North Indian', 'Continental', 'Chinese', 'Italian']",4.2,320
Malviya Nagar,Monkey Momo's - By Bubble Rush,"D-78, Siddarth Nagar, Near Navodaya Girls TT College, Malviya Nagar, Jaipur",['Quick Bites'],₹600,"['Cafe', 'Momos', 'Bubble Tea', 'Chinese', 'Beverages']",4.0,283
Malviya Nagar,The Feast,"Shivam Business Centre, Calgary Road, Near Kotak Mahindra Bank, Opposite Power House, Malviya Nagar, Jaipur",['Quick Bites'],₹500,"['Fast Food', 'Bakery', 'Desserts']",3.7,310
Malviya Nagar,Squisito,"E 20, 2nd Floor, Vijaya Bank, Girdhar Marg, Malviya Nagar, Jaipur","['Lounge', 'Casual Dining']","₹1,200","['North Indian', 'Chinese', 'Finger Food', 'Italian']",2.3,287
Malviya Nagar,24/7 Restaurant- The LaLiT Jaipur,"The LaLiT Jaipur, Jagatpura Road, Malviya Nagar, Jaipur",['Fine Dining'],"₹3,000","['North Indian', 'Continental', 'Asian', 'Italian']",3.9,285
Malviya Nagar,Cafe 48,"D 230, Ward 28, Malviya Nagar, Jaipur",['Café'],₹400,['Cafe'],3.6,301
Malviya Nagar,Pizza City,"Plot 24, Kalyan Colony, Opposite Gaurav Tower, JLN Marg, Malviya Nagar, Jaipur",['Casual Dining'],₹600,"['Pizza', 'Italian']",3.5,380
Malviya Nagar,Oven The Bakery - An Authentic Italian Cafe,"Food Court, MZ Floor, World Trade Park, JLN Marg, Malviya Nagar, Jaipur","['Café', 'Bakery']",₹850,"['Cafe', 'Bakery', 'Continental', 'Italian']",3.9,279
Malviya Nagar,Vandey's,"Shop 1, D Block Shopping Center, Near Gaurav Tower, Malviya Nagar, Jaipur",['Quick Bites'],₹300,"['Fast Food', 'Chinese', 'Beverages']",4.0,354
Malviya Nagar,Chicken Chatkara,"Shop 41A, Sector 9, Palika Bazar, Malviya Nagar, Jaipur",['Quick Bites'],₹350,"['North Indian', 'Mughlai']",3.9,453
Malviya Nagar,Burger Farm Express,"FC/03B & 03C, Ground Floor, Gaurav Tower, Podium, Malviya Nagar, Jaipur",['Quick Bites'],₹400,"['Burger', 'Fast Food', 'Beverages']",4.0,363
Malviya Nagar,Sky Corner,"B 17, Mahalaxmi Nagar, Near World Trade Park, Malviya Nagar, Jaipur",['Casual Dining'],"₹1,100","['North Indian', 'Continental', 'South Indian', 'Chinese']",3.4,254
Malviya Nagar,3D Restro Lounge,"8th, 9th Floor, Coorporate Tower, Jawahar Circle, Sector 8, Malviya Nagar, Jaipur","['Lounge', 'Pub']","₹1,600","['North Indian', 'Fast Food', 'Italian', 'Chinese', 'Beverages']",3.8,302
Malviya Nagar,Stallion By Green Apple,"9th Floor, SDC Building, Pradhan Marg Corner, Calgeri Road, Malviya Nagar, Jaipur",['Lounge'],"₹1,500","['North Indian', 'Chinese', 'Italian', 'Continental']",4.0,240
Malviya Nagar,Bhukaddd,"C 28, Malviya Nagar, Jaipur",[],₹800,"['North Indian', 'Chinese']",4.0,395
Malviya Nagar,Tan-Sukh,"Opposite Gaurav Towers, Malviya Nagar, Jaipur",['Casual Dining'],"₹1,100","['North Indian', 'Rajasthani', 'Chinese']",3.8,245
Malviya Nagar,Cafe Hungry Birds,"B-6, Mahalaxmi Nagar, Behind WTP, Malviya Nagar, Jaipur",['Café'],₹600,"['Cafe', 'Italian', 'Fast Food', 'North Indian', 'Chinese']",3.9,206
Malviya Nagar,Costa Coffee,"Shop 38 & 38A, Upper Ground Floor, Block B, World Trade Park, J L N Marg, Malviya Nagar, Jaipur",['Café'],₹500,"['Cafe', 'Fast Food']",4.0,203
Malviya Nagar,Kitchen Tandoori,"12/14, Girdhar Marg, Near Girdhar Hospital, Malviya Nagar, Jaipur",[],₹500,['North Indian'],4.0,335
Malviya Nagar,Tadka Tandoori Dhaba,"Kiosk 4, 1/19, Near Ajit Petrol Pump, Pradhan Marg, Malviya Nagar, Jaipur",['Dhaba'],₹400,"['North Indian', 'Chinese']",3.7,0
Malviya Nagar,Equator,"Plot 17, Equator Road, Behind WTP, JLN Road, Malviya Nagar, Jaipur",['Casual Dining'],₹600,"['North Indian', 'Italian', 'Chinese']",3.6,190
